Counselling,Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,Fee Session,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5,CR 2024 6
UK PG,UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",GENERAL SURGERY,"₹25,00,000*","₹40,000",1,"₹2,50,00,000",1200,2024,-,-,-,-,56(2),-,-,-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PSYCHIATRY,"₹26,75,000*","₹59,065",1,"₹10,00,000",750,2024,-,-,-,-,58(1),-,-,-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",ENT,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,2024,-,-,-,-,59(1),-,-,-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",DERMATOLOGY,"₹15,50,000*","₹25,000*",0,₹0,1130,2024,-,40(1),60(1),60(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",DERMATOLOGY,-,-,-,-,940,-,-,9(1),75(1),75(1),75(1),75(1),75(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",DERMATOLOGY,-,-,-,-,1050,-,-,80(1),83(1),83(1),83(1),83(1),83(1),-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹50,000",0,₹0,1326,2024,-,83(2),44(2),48(1),-,-,-,-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",BIOCHEMISTRY,"₹7,20,000*","₹55,000",0,₹0,-,2024,-,-,-,-,-,-,92(1),-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",SPM,₹0*,"₹30,000*",1,"₹10,00,000",750,2024,-,-,-,-,94(1),-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL MEDICINE,-,-,-,-,940,-,-,65(6),85(6),106(6),106(6),106(6),106(6),-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",GENERAL MEDICINE,"₹15,50,000*","₹37,000*",0,₹0,1024,2024,-,109(1),109(1),122(1),-,-,-,-,-,-,-,-,-,-,-,-
PNDCHRY PG,PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",PAEDIATRICS,"₹23,90,000","₹43,000",0,₹0,740,2024,-,-,124(2),124(2),-,-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",PSYCHIATRY,"₹6,50,000*","₹50,000",0,₹0,1326,2024,-,131(1),103(1),107(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,2024,-,125(1),133(1),133(1),133(1),133(1),133(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,2024,-,85(2),119(2),140(2),140(2),140(2),140(2),-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",PAEDIATRICS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,2024,-,136(1),134(1),169(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mahavir Inst of MS, Vikarabad",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",700,2024,-,147(1),179(1),179(1),179(1),179(1),179(1),-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",DERMATOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,2024,-,93(1),123(1),185(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,-,-,-,-,1050,-,-,96(2),99(2),187(2),187(2),187(2),187(2),-,-,-,-,-,-,-,-,-
PNDCHRY PG,PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",OBG,"₹23,90,000","₹43,000",0,₹0,740,2024,-,-,192(2),192(2),-,-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-AdeshGenMerit,GEN-All India,Punjab,"Adesh IMS, Bhatinda",IHBT,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,2024,-,-,-,-,212(1),-,-,-,-,-,-,-,-,-,-,-
PNDCHRY PG,PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",RADIO DIAGNOSIS,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,2024,-,-,220(3),220(3),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",PAEDIATRICS,-,-,-,-,940,-,-,169(4),185(4),229(4),229(4),229(4),229(4),-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",GENERAL MEDICINE,"₹14,02,000*","₹44,000",0,₹0,775,2024,-,238(2),168(2),87(2),-,-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,2024,-,-,-,-,-,246(1),-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-SGRDGener.,GEN-All India,Punjab,"SDRD, Amritsar",BIOCHEMISTRY,"₹25,000*",Info not available,0,₹0,800,2024,-,-,-,-,249(1),-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",MICROBIOLOGY,"₹5,00,000*","₹56,100*",1*,"₹25,00,000*",750,2024,-,-,-,-,252(1),-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",BIOCHEMISTRY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,2024,-,-,-,-,254(1),-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",OBG,-,-,-,-,940,-,-,192(5),254(5),254(5),254(5),254(5),254(5),-,-,-,-,-,-,-,-,-
Punjab PG,PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Patiala",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,2024,-,-,-,-,257(1),-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB - Govt Quota,GEN-All India,Punjab,"Guru Govind Singh, Faridkot",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,2024,-,-,-,-,259(1),248(1),-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",OBG,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,2024,-,219(1),260(1),186(1),-,-,-,-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,GENERAL MEDICINE,"₹15,50,000*","₹35,000*",0,₹0,700,2024,-,286(1),286(1),286(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",PAEDIATRICS,-,-,-,-,1050,-,-,191(1),264(1),286(1),286(1),286(1),286(1),-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",PHYSIOLOGY,₹0*,"₹40,000",0,₹0,1200,2024,-,-,-,-,296(2),-,-,-,-,-,-,-,-,-,-,-
WB PG,WB Mgmt Quota,MQ,West Bengal,"ICARE IMS & R, Haldia",RADIO DIAGNOSIS,"₹40,00,000*","₹40,000",0,₹0,Info Not Available,2024,-,307(1),143(1),191(1),71(1),-,-,-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PHARMACOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,2024,-,-,-,-,309(2),-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",ENT,"₹6,50,000*","₹50,000",0,₹0,1326,2024,-,206(1),310(1),258(1),-,-,-,-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",GENERAL MEDICINE,"₹14,02,000*","₹40,000",0,₹0,680,2024,-,321(1),172(1),96(1),-,-,-,-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",PHYSIOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,2024,-,-,-,363(1),-,-,-,-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,PAEDIATRICS,"₹15,50,000*","₹35,000*",0,₹0,700,2024,-,356(1),377(1),377(1),-,-,-,-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"World College of MS&RC, Jhajjar",TBRD,"₹14,02,000*","₹56,100",0,₹0,-,2024,-,-,379(1),231(1),127(1),-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",ORTHOPAEDICS,-,-,-,-,940,-,-,244(1),387(1),387(1),387(1),387(1),387(1),-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,Melmaruvathur Adiparasakthi,OBG,"₹15,50,000*","₹35,000*",0,₹0,700,2024,-,340(1),408(1),408(1),-,-,-,-,-,-,-,-,-,-,-,-
AP Mgmt PG,APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Maharajah IMS, Vizianagaram",RADIO DIAGNOSIS,"₹9,93,600*",Info not available*,1*,Info not available*,850,2024,-,6(1),412(1),-,-,-,-,-,-,-,-,-,-,-,-,-
PNDCHRY PG,PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",DERMATOLOGY,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,2024,-,-,432(2),-,-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",TBRD,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,2024,-,358(1),435(1),435(1),435(1),435(1),435(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,2024,-,249(1),304(1),448(1),425(1),425(1),425(1),-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",BIOCHEMISTRY,₹0*,"₹30,000*",1,"₹10,00,000",750,2024,-,-,-,450(1),-,-,-,-,-,-,-,-,-,-,-,-
AP Mgmt PG,APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Narayana Med Coll, Nellore",OBG,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,2024,-,134(1),451(1),-,-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,2024,-,258(1),307(1),454(1),454(1),454(1),454(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",TBRD,-,-,-,-,940,-,-,363(1),391(1),488(1),488(1),488(1),488(1),-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",ORTHOPAEDICS,"₹14,02,000*","₹40,000",0,₹0,680,2024,-,500(1),364(1),239(1),154(1),251(1),-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,2024,-,181(1),360(1),505(1),505(1),505(1),505(1),-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,"PSG IMS, Coimbatore",ORTHOPAEDICS,"₹15,50,000*","₹25,000*",0,₹0,1130,2024,-,202(1),509(1),509(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",TBRD,-,-,-,-,1050,-,-,406(1),454(1),517(1),517(1),517(1),517(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",OPHTHALMOLOGY,-,-,-,-,940,-,-,419(2),519(2),519(2),519(2),519(2),519(2),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"CAIMS, Karimnagar",TBRD,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1000,2024,-,353(1),459(1),528(1),528(1),528(1),528(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Prathima IMS, Karimnagar",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,2024,-,332(1),405(1),538(1),538(1),538(1),538(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",OPHTHALMOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,2024,-,437(1),562(1),562(1),562(1),562(1),562(1),-,-,-,-,-,-,-,-,-
UK PG,UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",PHARMACOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,2024,-,-,-,564(3),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mahavir Inst of MS, Vikarabad",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",700,2024,-,268(1),317(1),406(1),568(1),568(1),568(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,-,-,386(6),472(6),579(6),579(6),579(6),579(6),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",ENT,-,-,-,-,940,-,-,506(2),583(2),583(2),583(2),583(2),583(2),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",OPHTHALMOLOGY,-,-,-,-,1050,-,-,410(1),599(1),599(1),599(1),599(1),599(1),-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",OBG,"₹15,50,000*","₹35,000*",0,₹0,800,2024,-,-,602(1),602(1),-,-,-,-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",ANATOMY,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,2024,-,-,-,-,603(1),-,-,-,-,-,-,-,-,-,-,-
WB PG,WB Mgmt Quota,MQ,West Bengal,"ICARE IMS & R, Haldia",DERMATOLOGY,"₹40,00,000*","₹40,000",0,₹0,Info Not Available,2024,-,603(1),235(1),245(1),129(1),-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,2024,-,424(1),488(1),604(1),627(1),627(1),627(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,2024,-,391(1),517(1),629(1),629(1),629(1),629(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL SURGERY,-,-,-,-,1050,-,-,448(1),498(1),633(1),633(1),633(1),633(1),-,-,-,-,-,-,-,-,-
Haryana PG,HAR Priv-Mgmt,MNG,Haryana,"World College of MS&RC, Jhajjar",EMERGENCY MEDICINE,"₹14,02,000*","₹56,100",0,₹0,-,2024,-,641(1),621(1),-,211(1),-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",IHBT,"₹6,50,000*","₹50,000",0,₹0,1326,2024,-,-,-,648(1),-,-,-,-,-,-,-,-,-,-,-,-
HP PG,HP Priv All,GEN,Himachal Pradesh,"MMU, Solan",OPHTHALMOLOGY,"₹27,67,800*","₹40,000",1,"₹10,00,000",720,2024,-,-,671(1),-,-,-,-,-,-,-,-,-,-,-,-,-
PNDCHRY PG,PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",TBRD,"₹23,90,000","₹43,000",0,₹0,740,2024,-,-,477(2),734(2),-,-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-AdeshGenMerit,GEN-All India,Punjab,"Adesh IMS, Bhatinda",PATHOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,2024,-,-,-,753(2),-,-,-,-,-,-,-,-,-,-,-,-
CHHTSGRH PG,Other State,UR,Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,"₹7,92,600*","₹67,000",1,"₹25,00,000",650,2024,-,768(1),-,-,-,-,-,-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,"Velammal Med Col, Madurai",ENT,"₹15,50,000*","₹37,000*",0,₹0,1024,2024,-,525(1),795(1),795(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",RADIATION ONCOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,2024,-,722(1),806(1),806(1),806(1),806(1),806(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",ORTHOPAEDICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,2024,-,464(1),822(1),822(1),822(1),822(1),822(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",ORTHOPAEDICS,-,-,-,-,1050,-,-,347(1),515(1),830(1),830(1),830(1),830(1),-,-,-,-,-,-,-,-,-
Punjab PG,PB Priv-SGRDGener.,GEN-All India,Punjab,"SDRD, Amritsar",PHARMACOLOGY,"₹25,000*",Info not available,0,₹0,800,2024,-,-,-,837(2),-,-,-,-,-,-,-,-,-,-,-,-
PNDCHRY PG,PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",TBRD,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,2024,-,-,848(1),848(1),-,-,-,-,-,-,-,-,-,-,-,-
HP PG,HP Priv All,GEN,Himachal Pradesh,"MMU, Solan",ENT,"₹19,31,600*","₹40,000",1,"₹10,00,000",720,2024,-,-,-,-,855(1),-,-,-,-,-,-,-,-,-,-,-
RJSTHN PG,RAJ Priv-All India,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",RADIO DIAGNOSIS,"₹60,00,000*","₹55,000",0,₹0,1400,2024,-,841(1),852(1),855(1),-,-,-,-,-,-,-,-,-,-,-,-
WB PG,WB Mgmt Quota,MQ,West Bengal,"Jagannath Gupta IMS, Kolkata",RADIO DIAGNOSIS,"₹27,00,000*","₹43,600",0,₹0,-,2024,-,861(1),859(1),773(1),773(1),-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Patiala",ANATOMY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,2024,-,-,-,866(1),-,-,-,-,-,-,-,-,-,-,-,-
Punjab PG,PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,2024,-,-,-,897(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",PSYCHIATRY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,2024,-,810(1),906(1),906(1),906(1),906(1),906(1),-,-,-,-,-,-,-,-,-
TN Mgmt PG,TN Mgmt Quota,GEN,Tamil Nadu,"Mookambika IMS, Kanyakumari",TBRD,"₹15,50,000*","₹15,000*",0,₹0,600,2024,-,-,937(1),937(1),-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",ENT,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,2024,-,684(1),765(1),941(1),941(1),941(1),941(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",PSYCHIATRY,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,2024,-,771(1),981(1),981(1),981(1),981(1),981(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mahavir Inst of MS, Vikarabad",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",700,2024,-,565(1),633(1),982(1),982(1),982(1),982(1),-,-,-,-,-,-,-,-,-
WB PG,WB Mgmt Quota,MQ,West Bengal,"Jagannath Gupta IMS, Kolkata",DERMATOLOGY,"₹27,00,000*","₹43,600",0,₹0,-,2024,-,988(2),996(2),969(2),969(2),-,-,-,-,-,-,-,-,-,-,-
CHHTSGRH PG,Other State,UR,Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,"₹8,48,200*","₹67,000",1,"₹10,00,000",896,2024,-,-,1046(1),-,-,-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",PSYCHIATRY,-,-,-,-,940,-,-,840(1),1051(1),933(1),933(1),933(1),933(1),-,-,-,-,-,-,-,-,-
CHHTSGRH PG,Other State,UR,Chhattisgarh,"SSIMS, Bhilai",BIOCHEMISTRY,"₹8,48,200*","₹67,000",1,"₹10,00,000",896,2024,-,-,1064(2),-,-,-,-,-,-,-,-,-,-,-,-,-
CHHTSGRH PG,Other State,UR,Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,"₹7,92,600*","₹67,000",1,"₹25,00,000",650,2024,-,-,1066(1),-,-,-,-,-,-,-,-,-,-,-,-,-
WB PG,WB Mgmt Quota,MQ,West Bengal,"KPC Med Coll, Jadavpur",OBG,-,-,-,-,750,-,-,929(2),1067(2),929(2),929(2),-,-,-,-,-,-,-,-,-,-,-
WB PG,WB Mgmt Quota,MQ,West Bengal,"IQ-City Med Coll, Burdwan",OBG,"₹27,00,000*","₹40,000",0*,₹0*,800,2024,-,1056(1),1074(1),992(1),992(1),-,-,-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,-,-,-,-,940,-,-,713(6),803(6),1102(6),1102(6),1102(6),1102(6),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",OPHTHALMOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,2024,-,490(1),735(1),1103(1),1103(1),1103(1),1103(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,2024,-,481(1),714(1),1110(1),1110(1),1110(1),1110(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy(Women), Hyderabad",ANAESTHESIOLOGY,-,-,-,-,1050,-,-,750(2),854(2),1120(2),1120(2),1120(2),1120(2),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",EMERGENCY MEDICINE,-,-,-,-,940,-,-,548(1),693(1),1132(1),1132(1),1132(1),1132(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Malla Reddy IMS, Hyderabad",PATHOLOGY,-,-,-,-,940,-,-,950(1),1069(1),1137(1),1137(1),1137(1),1137(1),-,-,-,-,-,-,-,-,-
TEL Mgmt PG,TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",EMERGENCY MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,2024,-,521(1),551(1),1148(1),1148(1),1148(1),1148(1),-,-,-,-,-,-,-,-,-
